,year,month,day,day_of_week,day_of_year,quarter,hour,minute,second,temp,cond,do,turb,chl-a
5545,2019,9,26,3,269,3,14,2,0,29.2837,112.8238,4.007985,113.5195,495.5013
5546,2019,9,26,3,269,3,16,2,0,29.84496,113.9075,7.454389,97.10562,687.4659
5547,2019,4,3,2,93,2,12,0,17,29.218770000000006,80.95921,2.006873,59.51798,62.18972
5548,2019,2,22,4,53,1,12,20,0,29.91365,94.68573,10.21078,52.01693,69.86064
5549,2019,3,6,2,65,1,20,28,5,30.85386,101.5132,9.300388,21.01662,67.5986
5550,2019,9,15,6,258,3,12,15,1,29.9932,105.728,8.685658,79.80018000000003,284.2652
5551,2019,9,23,0,266,3,9,12,57,29.25142,109.6877,3.089381,91.47768,516.1819
5552,2019,3,16,5,75,1,23,13,33,30.61912,93.47986,8.833606,157.0126,285.8706
5553,2019,9,15,6,258,3,0,0,1,30.26806,107.2909,7.360925999999999,39.74885,238.2085
5554,2019,3,3,6,62,1,5,27,53,30.054240000000004,98.49587,5.807723,45.40742,44.83224000000001
5555,2019,4,3,2,93,2,15,20,17,29.58935,80.2083,3.844515,53.92184,88.37363
5556,2019,3,22,4,81,1,9,34,44,30.328090000000003,99.77227,3.1727990000000004,46.92634,278.2732
5557,2019,2,25,0,56,1,5,30,0,30.33128,98.68179,7.951613,42.00132,55.70751
5558,2019,9,20,4,263,3,12,57,57,29.58722,106.5124,7.0405570000000015,83.31879,657.7527
5559,2019,3,5,1,64,1,4,27,54,30.56511,99.78542,6.638281,45.50398,52.63949
5560,2019,4,2,1,92,2,15,13,9,30.50458,97.57902,3.802189,104.0765,109.7413
5561,2019,9,21,5,264,3,9,27,57,29.4823,107.8406,5.057393,127.1812,602.4449
5562,2019,2,25,0,56,1,20,0,0,30.33734,99.05332,8.450714999999999,90.92442,72.86549000000002
5563,2019,10,4,4,277,4,16,28,9,28.92629,114.5297,6.76525,115.0193,1072.883
5564,2019,9,29,6,272,3,16,32,0,29.50341,111.3378,6.336804,186.9504,762.6928
5565,2019,9,13,4,256,3,17,30,0,30.8088,109.082,8.697693,37.44353,48.88867
5566,2019,2,21,3,52,1,20,0,0,29.84119,94.01678,9.892303,54.39088,73.94317
5567,2019,3,21,3,80,1,15,24,44,31.05692,97.52245,7.705847,98.47987,328.6571
5568,2019,10,5,5,278,4,21,43,9,29.19938,114.4996,5.881145,253.6697,879.7994
5569,2019,10,1,1,274,4,0,47,0,29.30397,111.659,9.07291,177.4691,707.0764
5570,2019,3,19,1,78,1,23,23,33,31.105590000000007,97.17063,7.479742999999999,179.5664,281.1543
5571,2019,4,2,1,92,2,8,13,9,30.26816,98.29922,3.223153,84.01751,102.0536
5572,2019,3,1,4,60,1,5,57,53,30.23621,102.8209,5.732471,54.1083,49.12702
5573,2019,3,2,5,61,1,22,7,53,29.87891,96.95064,4.94369,42.29033,55.20483
5574,2019,9,19,3,262,3,16,57,57,29.50066,105.7725,6.726417999999999,78.32172,775.5967
5575,2019,10,2,2,275,4,23,43,9,29.07674,114.3065,5.386987,100.2681,796.0898
5576,2019,3,25,0,84,1,21,54,44,29.97036,94.16577,3.391382,79.51741,274.0883
5577,2019,3,8,4,67,1,9,58,5,30.10534,105.3521,3.2182310000000003,25.4765,50.81725
5578,2019,3,21,3,80,1,4,14,44,31.25058,97.32177,9.17789,87.17107,291.9389
5579,2019,3,26,1,85,1,17,34,44,29.92203,94.41991,3.64459,57.06925,306.6446
5580,2019,4,4,3,94,2,23,0,17,29.48803,77.63306999999998,3.972081,74.08395,50.14438
5581,2019,2,28,3,59,1,23,7,53,30.584940000000003,103.8142,6.808512,40.89688,50.40868
5582,2019,9,12,3,255,3,17,15,0,31.0301,108.5348,12.1944,63.86144,69.50053
5583,2019,3,5,1,64,1,3,57,54,30.67802,99.90053,7.469611,60.71184,56.15132
5584,2019,3,3,6,62,1,14,27,53,30.07393,102.5639,5.124064,48.0122,52.13427
5585,2019,3,30,5,89,1,20,43,9,30.45049,98.00631,3.647874,87.57046,276.5752
5586,2019,3,3,6,62,1,7,37,53,29.95842,97.23306,5.798076999999998,34.18452,47.53324
5587,2019,2,21,3,52,1,15,0,0,29.69668,93.91565,8.655152000000001,46.29515,55.5497
5588,2019,2,27,2,58,1,4,40,0,30.47012,101.2884,7.481253,49.06238,44.63503
5589,2019,3,8,4,67,1,17,18,5,30.53757,105.0671,6.002178,32.99695,74.80603
5590,2019,3,3,6,62,1,19,27,53,30.33172,99.01622,7.843667999999999,94.57706,67.63408000000001
5591,2019,3,26,1,85,1,19,4,44,30.00642,94.23178,4.24759,52.5512,324.9652
5592,2019,9,15,6,258,3,22,30,1,30.10499,106.0373,7.855428,56.14854,275.5493
5593,2019,3,2,5,61,1,16,47,53,29.7711,96.39476,5.357672,41.61637,54.69714000000001
5594,2019,3,10,6,69,1,14,28,5,30.34686,104.1114,4.097413,22.01083,68.6806
5595,2019,3,17,6,76,1,5,3,33,30.61102,94.19361,7.690460000000002,174.6475,262.1126
5596,2019,2,20,2,51,1,13,30,0,29.64732,90.89125,8.5311,30.8212,52.28168
5597,2019,9,22,6,265,3,15,27,57,29.5599,108.9699,4.7879559999999985,107.4301,745.4798
5598,2019,9,15,6,258,3,18,45,1,30.08994,105.9336,9.104804,66.44045,304.4455
5599,2019,9,15,6,258,3,13,45,1,30.05446,105.5118,9.541409,95.29256,326.6304
5600,2019,4,4,3,94,2,1,0,17,28.70073,73.37438,2.341042,62.05939,56.49218000000001
5601,2019,2,22,4,53,1,2,30,0,29.85608,94.19084,8.097800999999999,67.15844,63.01251
5602,2019,3,16,5,75,1,0,33,32,30.4784,94.0779,6.7773460000000005,93.65444,209.8716
5603,2019,3,2,5,61,1,21,47,53,29.86724,96.9401,4.934379,49.68821,56.22708000000001
5604,2019,9,27,4,270,3,0,2,0,29.99046,113.0294,7.4581300000000015,88.19514000000002,485.6684
5605,2019,3,7,3,66,1,16,18,5,30.88093,103.2856,6.926243,34.22786,65.50480999999999
5606,2019,10,4,4,277,4,11,58,9,28.79378,114.5117,5.564952,99.36485,679.2131
5607,2019,3,29,4,88,1,3,13,9,30.4327,94.20103,6.907773,32.66097,318.4948
5608,2019,2,24,6,55,1,5,10,0,30.46271,98.08883,8.680997999999999,45.3089,52.7019
5609,2019,9,30,0,273,3,0,32,0,29.59451,111.175,8.946947999999997,190.9036,629.298
5610,2019,3,15,4,74,1,7,53,32,30.15682,91.56224,8.154014,49.2692,173.8569
5611,2019,10,6,6,279,4,1,58,10,29.35992,120.3075,11.24565,176.4449,968.5435
5612,2019,3,15,4,74,1,21,3,32,30.48762,92.49783,8.734305,70.73465999999998,233.2897
5613,2019,3,17,6,76,1,15,53,33,30.79493,93.60819,10.70736,177.3839,273.0529
5614,2019,3,2,5,61,1,4,27,53,29.77545,96.79149,4.176977,41.03525,44.84664
5615,2019,4,4,3,94,2,18,50,17,29.08148,75.5142,3.039803,63.42825,78.87484
5616,2019,10,5,5,278,4,20,43,9,29.17303,114.7868,5.996152,126.8566,964.6415
5617,2019,2,22,4,53,1,0,30,0,29.86253,94.17684,9.596236,49.50359,63.56383
5618,2019,3,11,0,70,1,11,28,5,28.65573,84.96736,2.678423,29.77043,45.73915
5619,2019,4,4,3,94,2,9,0,17,28.51321,74.39619,1.802801,65.91601,54.05968000000001
5620,2019,2,27,2,58,1,21,27,53,30.6602,102.1051,7.761508999999998,62.00768000000001,71.24596
5621,2019,2,26,1,57,1,4,10,0,30.54375,100.4239,7.559953,68.31906,56.3598
5622,2019,9,19,3,262,3,11,27,57,29.37903,105.3049,6.276765,88.34493,781.8765
5623,2019,3,20,2,79,1,22,4,44,31.40118,98.11335,6.632607000000001,125.6424,338.839
5624,2019,3,28,3,87,1,9,13,9,30.15963,93.79203,6.231001999999998,29.94123,336.2921
5625,2019,3,26,1,85,1,23,44,44,30.01977,94.88055,3.5257300000000003,46.25584,322.0911
5626,2019,10,4,4,277,4,4,13,9,28.91757,114.7885,5.767375,183.907,781.7192
5627,2019,3,28,3,87,1,15,43,9,30.33441,95.2652,6.394314,26.48309,362.6568
5628,2019,2,21,3,52,1,15,40,0,29.74009,93.90307,9.335414,44.89235,69.00325
5629,2019,3,9,5,68,1,7,58,5,30.27898,104.8381,2.997246,21.99658,61.84534
5630,2019,3,11,0,70,1,11,48,5,28.66805,84.72868000000003,2.848082,29.4217,46.52536
5631,2019,3,24,6,83,1,5,34,44,30.81297,98.50269,7.672633,52.09177,320.1578
5632,2019,4,1,0,91,2,21,23,9,30.88251,97.2404,2.849325,66.81509,151.9531
5633,2019,3,9,5,68,1,5,18,5,30.4548,104.4882,4.136785,12.4265,65.54118000000001
5634,2019,2,25,0,56,1,3,20,0,30.50139,99.1125,7.972278,65.93619,55.39853000000001
5635,2019,3,20,2,79,1,15,14,44,31.15635,97.26048,7.972927,105.8455,321.3426
5636,2019,3,24,6,83,1,4,14,44,30.92685,98.88707,7.428692,39.91797,326.6659
5637,2019,3,15,4,74,1,19,23,32,30.39214,92.77882,8.061666,64.52808,223.3556
5638,2019,3,14,3,73,1,11,43,32,29.80018,91.31659,3.7309,28.792990000000003,109.4256
5639,2019,3,31,6,90,1,13,33,9,29.8375,94.29405,2.34295,109.2549,198.7729
5640,2019,9,25,2,268,3,21,32,0,29.7048,111.9637,8.323224,107.2178,443.847
5641,2019,9,20,4,263,3,23,42,57,29.83348,107.812,6.294643,78.91656,535.9919
5642,2019,3,12,1,71,1,1,58,5,29.24228,88.2168,2.915251,28.36706,56.37716999999999
5643,2019,9,19,3,262,3,8,27,57,29.35486,106.053,5.685917,134.1787,736.0911
5644,2019,9,14,5,257,3,3,30,1,30.39488,108.7081,7.215589,63.094530000000006,37.29327
5645,2019,3,26,1,85,1,15,34,44,29.96773,93.12866,5.598351999999998,61.58208000000001,345.1344
5646,2019,2,24,6,55,1,16,30,0,30.25608,97.91479,8.102345,57.23036999999999,60.55085
5647,2019,3,16,5,75,1,23,3,33,30.63454,93.15697,9.454874,160.5497,297.7832
5648,2019,3,20,2,79,1,1,3,33,31.06884,98.11509,6.075002,174.282,266.4037
5649,2019,3,6,2,65,1,11,28,5,30.37128,100.5289,6.713995,17.804779999999994,51.55581
5650,2019,3,28,3,87,1,22,13,9,30.632590000000004,96.66428,6.270666,34.03962,355.9323
5651,2019,3,6,2,65,1,6,7,54,30.55158,99.76893,8.420938,31.7118,51.73977
5652,2019,2,27,2,58,1,13,37,53,30.30269,101.3245,7.123297,41.23769,58.86644
5653,2019,9,27,4,270,3,16,17,0,29.54631,112.8715,7.169889,114.2752,761.1394
5654,2019,3,10,6,69,1,15,28,5,30.34368,103.9001,4.245294,33.56515,68.61406
5655,2019,9,15,6,258,3,4,0,1,30.09654,106.9696,8.359896,55.19653,249.495
5656,2019,3,18,0,77,1,16,23,33,30.75515,95.47965,9.326065,258.2091,282.0666
5657,2019,3,14,3,73,1,17,3,32,30.11412,92.23842,6.718291000000002,39.26505,158.859
5658,2019,3,27,2,86,1,4,54,44,30.10865,94.86642,3.523927,38.46614,291.8947
5659,2019,10,5,5,278,4,23,58,10,29.248140000000006,114.9549,5.845072,167.7902,835.3425
5660,2019,4,1,0,91,2,22,3,9,31.05565,97.35309,5.832398,71.31155,144.4026
5661,2019,10,3,3,276,4,2,58,9,29.09635,115.8884,10.46587,139.0216,901.3329
5662,2019,3,6,2,65,1,13,28,5,30.44678,101.0352,6.919229,18.02059,47.91893
5663,2019,3,28,3,87,1,5,43,9,30.32657,93.71154,7.899549,33.22248,326.7921
5664,2019,2,23,5,54,1,4,0,0,30.273670000000006,97.1438,7.882458,47.91512,55.69445
5665,2019,2,22,4,53,1,10,50,0,29.83301,95.0984,7.861956,40.94801,53.22849
5666,2019,3,30,5,89,1,14,33,9,30.22091,97.22546,3.642171,93.00653,254.6463
5667,2019,3,24,6,83,1,17,24,44,30.40863,92.72469,6.960189999999999,102.3707,303.5849
5668,2019,3,3,6,62,1,7,47,53,29.98048,97.00452,6.065976,55.43522,49.44141
5669,2019,3,2,5,61,1,23,17,53,29.96131,97.14811,5.188658,39.92949,54.32614
5670,2019,9,28,5,271,3,12,47,0,29.42038,113.2094,6.441572,150.1966,707.3863
5671,2019,3,27,2,86,1,15,33,9,30.38765,93.9588,8.093142,31.50635,378.8477
5672,2019,10,4,4,277,4,4,58,9,28.864140000000006,114.4347,5.948861,104.8985,680.2399
5673,2019,9,29,6,272,3,17,17,0,29.6711,111.2974,7.5686300000000015,195.1083,772.678
5674,2019,2,28,3,59,1,23,57,53,30.66946,102.9943,9.403721,41.48717,58.69203
5675,2019,9,30,0,273,3,0,2,0,29.58657,111.2801,9.1952,171.2195,661.3701
5676,2019,3,29,4,88,1,6,43,9,30.13342,95.06154,4.358341,42.06696,301.3114
5677,2019,3,4,0,63,1,2,47,53,30.37718,98.58434,6.832058999999999,57.21321,49.84076
5678,2019,3,16,5,75,1,5,13,32,30.5066,92.3299,8.63573,83.59702,215.4136
5679,2019,3,18,0,77,1,0,43,33,30.79092,94.8649,8.692895,253.308,302.945
5680,2019,3,31,6,90,1,13,3,9,29.84686,94.64294,2.383052,132.8447,197.2511
5681,2019,2,21,3,52,1,17,10,0,29.71328,94.13108,8.594918,52.73779,64.00686999999999
5682,2019,3,3,6,62,1,0,27,53,29.91241,97.56194,4.314028,39.8411,48.20038
5683,2019,9,15,6,258,3,15,15,1,29.99957,105.8726,8.477932000000001,69.26175,279.6972
5684,2019,3,10,6,69,1,5,38,5,30.19608,102.6445,3.0188,67.05031,63.401680000000006
5685,2019,2,23,5,54,1,14,50,0,30.10861,96.49783,7.43911,50.85344,62.09511
5686,2019,9,16,0,259,3,20,30,1,29.99652,105.8354,6.9602270000000015,117.7892,405.2983
5687,2019,3,30,5,89,1,6,3,9,30.123040000000003,97.16433,3.748167,55.52312,242.374
5688,2019,2,23,5,54,1,0,50,0,29.983040000000006,96.77173,5.535332,38.33221,52.14452
5689,2019,9,14,5,257,3,13,15,1,30.13217,106.7063,7.791914,72.68378,178.4329
5690,2019,9,14,5,257,3,0,30,1,30.58267,108.4832,8.264357,30.77246,29.44756
5691,2019,3,27,2,86,1,0,44,44,30.09882,95.35567,3.080338,44.28648,310.5648
5692,2019,3,31,6,90,1,16,43,9,29.96259,94.66267,3.656624,231.2568,188.7878
5693,2019,3,26,1,85,1,14,44,44,30.01715,92.75719,5.831797,68.31322,350.1913
5694,2019,9,24,1,267,3,7,42,57,29.37553,109.117,5.214583,171.6562,658.1961
5695,2019,4,2,1,92,2,5,3,9,30.55506,97.92273,3.589553,62.81755,101.9052
5696,2019,9,26,3,269,3,20,47,0,29.67789,114.0899,5.41974,119.9258,532.4182
5697,2019,3,24,6,83,1,4,34,44,30.920240000000003,99.32204,6.174904,46.91238,323.6099
5698,2019,3,7,3,66,1,17,38,5,30.786620000000006,103.2253,6.399353,34.8126,65.67419
5699,2019,3,31,6,90,1,21,43,9,30.24797,94.7243,3.975311,98.04184,212.6729
5700,2019,3,23,5,82,1,7,44,44,30.69703,98.53046,6.811054,62.7545,325.716
5701,2019,10,2,2,275,4,9,58,9,28.83823,111.6344,4.7714,95.36703,732.557
5702,2019,9,13,4,256,3,10,0,0,30.68073,109.1302,7.626063999999999,50.30748,51.18785
5703,2019,10,2,2,275,4,4,2,0,29.06672,111.4492,8.027596,106.4588,651.536
5704,2019,10,2,2,275,4,11,13,9,28.90221,111.7704,5.195392,112.2202,649.254
5705,2019,2,22,4,53,1,3,0,0,29.84087,94.15565,7.935594999999998,53.05208,61.40808000000001
5706,2019,3,28,3,87,1,22,3,9,30.53832,97.09868,5.509338,42.2975,356.119
5707,2019,2,21,3,52,1,9,0,0,29.58763,93.63103,7.11095,54.59473000000001,56.35987
5708,2019,9,23,0,266,3,14,27,57,29.43605,109.7339,4.602015,99.80892,655.9072
5709,2019,10,2,2,275,4,17,13,9,29.04505,113.4857,6.610086999999999,131.7928,1001.073
5710,2019,3,3,6,62,1,13,7,53,30.08312,99.076,4.665564,28.89958,46.35802
5711,2019,3,3,6,62,1,23,27,53,30.47592,98.69141,5.688098,63.48986,53.57834
5712,2019,3,5,1,64,1,15,47,54,30.55845,99.43671,8.367372999999999,55.87328,86.63463
5713,2019,10,3,3,276,4,17,13,9,28.95018,114.3638,6.279262,112.1044,984.2895
5714,2019,9,20,4,263,3,9,57,57,29.43088,105.8571,6.2658010000000015,111.0896,704.0558
5715,2019,3,23,5,82,1,4,34,44,30.95462,99.51286,7.288839,68.01252,328.4509
5716,2019,3,13,2,72,1,17,43,32,29.85458,89.1312,4.645447,28.31956,125.0156
5717,2019,4,2,1,92,2,18,53,9,29.84173,81.97469,4.982895,98.43833,84.85205
5718,2019,2,25,0,56,1,8,30,0,30.05231,98.44421,6.696184,65.9992,55.68744
5719,2019,10,1,1,274,4,11,17,0,28.93015,111.3846,4.826152,97.81486,552.3213
5720,2019,3,14,3,73,1,13,33,32,29.95251,92.15148,4.696728,29.15591,117.1668
5721,2019,2,23,5,54,1,14,20,0,30.12036,96.63025,8.354716,54.54317,69.10596
5722,2019,9,15,6,258,3,20,30,1,30.10771,105.6363,8.69178,106.8451,294.5447
5723,2019,9,21,5,264,3,17,57,57,29.70475,108.0492,5.600415,88.10828000000002,671.6332
5724,2019,2,25,0,56,1,14,40,0,30.14964,98.66721,7.4753539999999985,40.89472,60.9061
5725,2019,9,16,0,259,3,4,15,1,30.13785,107.1068,11.02045,92.68422,371.3289
5726,2019,3,4,0,63,1,15,47,54,30.20253,98.06992,5.918736,66.46136,62.83916
5727,2019,9,30,0,273,3,21,2,0,29.32001,112.4187,6.8377050000000015,151.8996,788.324
5728,2019,3,11,0,70,1,3,28,5,28.74031,84.08501,4.026839,40.68453,52.01408
5729,2019,2,25,0,56,1,9,20,0,30.03706,98.73503,6.020842,43.54678,57.62761999999999
5730,2019,3,30,5,89,1,1,3,9,30.51245,96.3624,6.661258,68.78312,269.5983
5731,2019,3,31,6,90,1,11,3,9,29.81341,94.03638,2.449286,132.2414,192.0924
5732,2019,2,27,2,58,1,17,7,53,30.39521,101.4078,7.31767,38.89521,57.70227
5733,2019,3,26,1,85,1,18,24,44,29.99087,94.02095,4.999421,57.32206,322.0702
5734,2019,3,4,0,63,1,15,7,54,30.27276,98.21104,6.744452000000001,54.52282,66.12661999999999
5735,2019,9,23,0,266,3,5,27,57,29.3952,110.4034,2.859351,58.16638,474.5181
5736,2019,3,19,1,78,1,3,53,33,30.92868,96.14621,8.357738000000001,248.0465,278.7483
5737,2019,9,13,4,256,3,12,0,0,30.65997,108.4719,7.474844,44.49511,44.4679
5738,2019,9,19,3,262,3,5,57,57,29.42301,107.2137,5.711588,87.30799,715.2303
5739,2019,3,13,2,72,1,20,13,32,29.8344,89.39479,3.902349,26.14513,121.2983
5740,2019,3,13,2,72,1,11,53,32,29.60785,88.66024,3.2705040000000003,20.7234,73.74083
5741,2019,9,28,5,271,3,23,17,0,30.0431,111.7813,9.303283,258.2513,734.7633
5742,2019,2,25,0,56,1,8,20,0,30.066740000000006,98.75564,5.951736,41.79625,54.72858000000001
5743,2019,3,3,6,62,1,3,17,53,30.07938,98.18689,5.523347,33.61611,46.32862
5744,2019,9,15,6,258,3,10,45,1,29.9259,106.1068,7.626385000000001,66.39591,255.9864
5745,2019,9,22,6,265,3,9,42,57,29.42046,108.7175,3.898688,101.7131,615.9272
5746,2019,3,9,5,68,1,4,8,5,30.55035,104.3986,4.510244,20.32979,65.31326999999999
5747,2019,3,4,0,63,1,5,17,53,30.34801,97.0326,7.337886,55.44285,50.05471
5748,2019,4,3,2,93,2,14,10,17,29.38586,80.41001999999997,3.014472,52.86785,74.25208
5749,2019,3,16,5,75,1,8,13,32,30.25928,92.21297,8.262139,88.51488,224.9076
5750,2019,3,20,2,79,1,4,13,33,31.05963,97.81402,5.852924,198.1267,268.6235
5751,2019,3,25,0,84,1,12,24,44,29.833170000000006,93.40083,3.384889,92.31159,287.9505
5752,2019,3,10,6,69,1,10,18,5,30.04077,104.4926,2.339176,21.2465,53.12845
5753,2019,10,6,6,279,4,6,13,10,29.04945,116.2645,9.410878,199.4258,991.2631
5754,2019,2,24,6,55,1,5,50,0,30.30834,98.441,7.9363899999999985,57.25975,54.12891
5755,2019,3,8,4,67,1,6,38,5,30.2486,105.4829,3.709849,71.4139,57.58772
5756,2019,9,28,5,271,3,17,2,0,29.56053,114.1317,5.559403,176.2541,696.5391
5757,2019,3,21,3,80,1,21,14,44,30.9903,97.23331,9.354791,117.6551,318.8911
5758,2019,10,3,3,276,4,22,13,9,29.1126,114.911,5.718001,137.4497,779.8878
5759,2019,10,3,3,276,4,10,58,9,28.86556,113.7111,5.752633,102.32,724.4255
5760,2019,3,25,0,84,1,22,54,44,30.07202,93.9458,3.177725,75.80151,291.3712
5761,2019,3,28,3,87,1,10,3,9,30.17411,94.26825,6.202309,39.92265,331.3748
5762,2019,3,16,5,75,1,2,33,32,30.44748,93.50877,6.023211,85.23499,214.768
5763,2019,2,25,0,56,1,19,0,0,30.2116,98.64406,6.721764,67.74399,60.88065
5764,2019,2,28,3,59,1,15,17,53,30.43937,102.6177,8.144,60.26691999999999,68.57081
5765,2019,3,6,2,65,1,23,48,5,30.83208,101.6928,8.001726,12.32841,64.15554
5766,2019,3,30,5,89,1,1,33,9,30.53118,96.16742,6.7298550000000015,51.21016,268.0078
5767,2019,4,4,3,94,2,6,30,17,28.54027,73.98994,1.102313,50.42437,54.13409
5768,2019,9,30,0,273,3,20,17,0,29.30148,112.1498,4.641731,159.2871,794.5195
5769,2019,3,27,2,86,1,21,23,9,30.7685,94.98572,7.817773,55.4648,367.4084
5770,2019,3,8,4,67,1,20,8,5,30.57766,105.4981,4.317493,17.58357,69.59277
5771,2019,3,30,5,89,1,11,3,9,30.06876,97.73885,1.442847,95.94596,252.4179
5772,2019,3,3,6,62,1,9,7,53,29.98203,96.59133,7.501144999999998,48.48576,56.46118000000001
5773,2019,3,18,0,77,1,23,13,33,31.07587,94.91726,10.41903,247.5273,303.1511
5774,2019,10,3,3,276,4,6,28,9,28.86575,113.8007,7.596199,122.8303,833.5128
5775,2019,9,24,1,267,3,11,27,57,29.47911,110.5898,4.787193,111.9869,526.1337
5776,2019,3,19,1,78,1,23,3,33,31.05656,97.75404,6.156424,175.90599999999995,275.6125
5777,2019,3,29,4,88,1,17,23,9,30.32953,96.81404,3.851227,42.65882,337.4463
5778,2019,9,19,3,262,3,10,27,57,29.37898,105.1132,5.820745,95.91714,730.3358
5779,2019,3,26,1,85,1,16,34,44,29.89762,94.79884,3.633732,56.32953000000001,303.4315
5780,2019,3,26,1,85,1,16,24,44,29.99355,93.88567,5.160327,69.96994000000001,302.7217
5781,2019,2,24,6,55,1,21,0,0,30.2424,98.61683,6.16861,47.17326,47.09754
5782,2019,3,7,3,66,1,19,8,5,30.90305,102.954,7.164617,25.06146,65.27551
5783,2019,2,27,2,58,1,15,57,53,30.41452,101.2949,7.9451550000000015,74.47672,72.18127
5784,2019,3,5,1,64,1,11,47,54,30.32025,99.13027,7.067469,43.61507,55.83321
5785,2019,3,14,3,73,1,19,13,32,30.14348,92.13649,6.082218,42.80449,175.9253
5786,2019,3,19,1,78,1,22,53,33,30.96009,97.46442,6.189989,175.1499,287.6819
5787,2019,9,20,4,263,3,12,27,57,29.60265,106.5529,6.842735,99.93084,718.4741
5788,2019,3,12,1,71,1,20,48,5,29.33983,86.8379,3.406343,23.93031,82.08856999999998
5789,2019,10,5,5,278,4,13,43,9,29.10248,116.4558,11.32129,148.4792,935.5501
5790,2019,3,28,3,87,1,18,33,9,30.49705,95.90889,6.920712,34.44992,357.6371
5791,2019,3,21,3,80,1,0,4,44,31.371340000000004,97.82714,8.183127,110.7473,316.6463
5792,2019,2,26,1,57,1,5,30,0,30.35435,100.3389,7.818801,74.70665,50.28843
5793,2019,2,21,3,52,1,0,20,0,29.80767,93.66338,8.292494999999999,46.1479,62.04876
5794,2019,3,17,6,76,1,1,3,33,30.6301,93.75004,8.215062,158.7285,282.6921
5795,2019,9,30,0,273,3,17,32,0,29.25961,111.6164,5.130446,181.9123,835.8512
5796,2019,9,15,6,258,3,6,0,1,30.01123,106.8482,6.7838509999999985,69.2499,256.1506
5797,2019,10,4,4,277,4,8,13,9,28.74307,114.8756,3.950743,126.5465,710.9107
5798,2019,2,22,4,53,1,8,0,0,29.88249,95.20999,9.799799,34.89589,53.46617
5799,2019,4,2,1,92,2,19,23,9,29.56428,76.61692,5.131698,113.3194,90.74504
5800,2019,9,15,6,258,3,16,30,1,30.00858,105.9219,8.454853,76.91384000000002,283.2424
5801,2019,3,7,3,66,1,19,18,5,30.8788,103.2035,6.7847550000000005,13.1626,65.03671999999999
5802,2019,9,21,5,264,3,0,57,57,29.86823,108.0996,5.982694,74.34447,590.4502
5803,2019,3,7,3,66,1,21,48,5,30.82183,102.8635,7.354125,16.34933,62.82899999999999
5804,2019,9,24,1,267,3,20,57,57,29.67292,111.724,4.196263,93.94212,439.6944
5805,2019,3,29,4,88,1,10,23,9,30.09913,96.24654,3.721281,37.02824,308.8792
5806,2019,10,5,5,278,4,9,43,9,29.017,115.2286,9.291723,181.0065,927.5324
5807,2019,2,22,4,53,1,15,10,0,29.89006,94.77339,8.405550999999999,44.32977,67.59409000000001
5808,2019,3,9,5,68,1,2,58,5,30.65842,104.4171,4.655771,14.24984,65.1026
5809,2019,2,28,3,59,1,14,57,53,30.38114,102.5428,7.340055,55.3446,60.19174
5810,2019,3,26,1,85,1,23,24,44,30.13959,94.39252,4.290223,48.47498,307.5511
5811,2019,3,7,3,66,1,5,28,5,30.86656,101.8582,8.393764,13.2859,63.26067
5812,2019,4,3,2,93,2,20,50,17,28.87498,72.616,3.5341970000000003,71.27186,66.65717
5813,2019,3,21,3,80,1,1,14,44,31.4943,98.65661,10.71718,114.875,297.7744
5814,2019,4,3,2,93,2,19,30,17,28.92548,73.53803,3.763994,69.54114,69.22109
5815,2019,3,7,3,66,1,21,18,5,30.88621,102.8371,8.020603,31.339440000000003,61.50875
5816,2019,3,21,3,80,1,10,4,44,30.9409,97.58909,5.1973150000000015,84.42836,280.2893
5817,2019,3,19,1,78,1,5,53,33,30.91945,95.18707,9.990047,259.4703,244.5807
5818,2019,3,20,2,79,1,1,33,33,31.21733,97.39936,7.1680160000000015,146.2746,220.9399
5819,2019,9,25,2,268,3,0,27,57,29.9871,112.3016,6.353107,110.3014,440.7454
5820,2019,2,22,4,53,1,16,50,0,29.87036,94.75531,7.8374039999999985,33.52765,62.53207
5821,2019,3,10,6,69,1,14,18,5,30.27884,104.1792,3.744165,26.50892,58.59375
5822,2019,3,27,2,86,1,21,3,9,30.66155,95.00134,7.009067999999999,37.85245,374.5445
5823,2019,4,5,4,95,2,6,30,17,29.03807,76.8622,3.46141,65.08958,50.52058
5824,2019,9,24,1,267,3,21,12,57,29.606340000000007,111.7338,3.81636,68.96243,422.9748
5825,2019,10,1,1,274,4,10,2,0,28.945590000000006,111.1575,5.348148,109.6256,596.2365
5826,2019,3,29,4,88,1,15,33,9,30.39403,96.53104,6.028872,55.42515,376.1202
5827,2019,3,14,3,73,1,22,53,32,30.23848,92.34203,5.814043,42.1761,162.933
5828,2019,3,10,6,69,1,12,38,5,30.20679,103.9886,3.040971,33.23155,54.15933
5829,2019,2,25,0,56,1,2,20,0,30.24791,98.24766,5.837551,32.51188,54.11011
5830,2019,3,12,1,71,1,21,18,5,29.33856,87.06765,3.062384,22.26961,85.93759
5831,2019,2,26,1,57,1,14,0,0,30.21421,99.74506,7.024788,55.71057,56.05177
5832,2019,3,14,3,73,1,21,23,32,30.17603,92.25839,5.782279,39.63594000000001,171.1536
5833,2019,10,1,1,274,4,17,2,0,29.17691,111.8127,6.629536,141.0812,710.3109
